"Address","Reason"
"0xe1ea2a7ff6864aa8555c85b61f506e1f674028ce","Whale L0 5+ txs"
"0x755593af4a992f1bbf7abfd58777fd94348c5b2d","Whale L0 5+ txs"
"0x7beaacdf9f7571ad79f682c15fd860518b6d94b5","Whale L0 5+ txs"
"0xdb8a18afa85653aa07768cca786d8f7aa8f55685","Whale L0 5+ txs"
"0x1ff4421295b13353403ba4481a0aa556f45c1ef5","Whale L0 5+ txs"
"0xa4224d98f186498b4832ec5d341ed8966f16991b","Whale L0 5+ txs"
"0x198c46f639357ac2b288dafb81ed46f3d745bb31","Whale L0 5+ txs"
"0x4d6fe00588543ffe3d299bec3df88f87f8f36c14","Whale L0 5+ txs"
"0xbd4fdc174e8dfc2b51e96c130a42e74362c3de19","Whale L0 5+ txs"
"0x9dc051ce8da00508838d152c35f1fb94de32b6ae","Whale L0 5+ txs"
"0x42ae01552f4fc48edb2c7e9529494ee4dee25f1b","Whale L0 5+ txs"
"0x4a79829ecd053c10c89ebd3b5841a3b7154b925e","Whale L0 5+ txs"
"0x44a7c038410f0a0e720f7a02d0a44703a1ed158b","Whale L0 5+ txs"
"0x5820a6d3619a861df9961be03271a4904f27a011","Whale L0 5+ txs"
"0x308fd5e02852a2dc836004a6694ffdaa0423bbd3","Whale L0 5+ txs"
"0xdb929968c9308736fd642cca1c2762d248fc7b1f","Whale L0 5+ txs"
"0xfda1c4fcc4d5b18da8671a66f34130afe4277bc1","Whale L0 5+ txs"
"0xe8b4c3b98b7cb05fe9dcf2f6c149f6dc3be0c0cb","Whale L0 5+ txs"
"0x84d1bb693c7b79f975504bfd68088f441812ff4d","Whale L0 5+ txs"
"0xf4a1f640bdb6928937484eab13631d39e0f82482","Whale L0 5+ txs"
"0x82bfa63cb9b8f1332cb82d2c4590cef50c0300ff","Whale L0 5+ txs"
"0xdfcc808ddea86b4fd7a18fbc73de6c5d0cca53ee","Whale L0 5+ txs"
"0x61ae7a8c957f8366357afc8c03c9f5b40fb60d20","Whale L0 5+ txs"
"0xcf3abbce9b2b7f24bfd0ec2b7c086225f535aae3","Whale L0 5+ txs"
"0x3548501ba13bea724247980d732a749022e63881","Whale L0 5+ txs"
"0x712e10e25c79c0f69706fdd8c69b630c8c90cb13","Whale L0 5+ txs"
"0x3402936329772248865803f9b0080c0496ae4e8b","Whale L0 5+ txs"
"0x6d5168d1499e3c0972d55f63061280848dda4277","Whale L0 5+ txs"
"0x07f9c45fd48e2ab1667aa9a59f38d78c3a09d7c7","Whale L0 5+ txs"
"0x247c80030ac0ad281d16cafe4295b87f01887e55","Whale L0 5+ txs"
"0x3caa7ed55666474f053d34fd593c1c1c526d6071","Whale L0 5+ txs"
"0x26f1793ad28247cabfeacea3c9a5324edd9ff599","Whale L0 5+ txs"
