"Address","Reason"
"0xd9a0580bd50db0dd18654457f7e0e2c74bf5a15d","Whale L0 10+ txs"
"0x1e90e71d05503f246ceceae572bd949381c28470","Whale L0 10+ txs"
"0x9b03c9f91bd2440a50729d2d80412bb905017dc3","Whale L0 10+ txs"
"0x69b17a2f4405e21df0ac291ac4ab05496fd85693","Whale L0 10+ txs"
"0x4b9434f84bc448b3e593116e6826edf2737c146a","Whale L0 10+ txs"
"0x73ceeda2ba1e72d9ac88646277483aea531a3032","Whale L0 10+ txs"
"0xb149e0b676e993241e34c7c2acfc1dcfed41040d","Whale L0 10+ txs"
"0x65352a4efb6d1c16c6cc50f11b07e3a626ead470","Whale L0 10+ txs"
"0x93b9d94eb35c1c8bb8e2a101bd2a0b9114588d56","Whale L0 10+ txs"
"0xddc67e4fad234a94d78b1bdc6184ddf62a727615","Whale L0 10+ txs"
"0xba354c7e8f265ca5e3d6f2d05194c552b61d53e9","Whale L0 10+ txs"
"0xa7c5e46d02e0237e9225dd432adb0b5b6ea7697e","Whale L0 10+ txs"
"0x9d45e2a0a6523a7fa445eae8fa19e478f46d0532","Whale L0 10+ txs"
"0xb7b2df6665ad0afe7c6345a08911b457d3d91cbd","Whale L0 10+ txs"
"0xfd2ba92386126702db4f7c33594cee2fd568a45a","Whale L0 10+ txs"
"0x705b4b845357eb0b7d37d793c7cdfb7cf249b6fa","Whale L0 10+ txs"
"0x88e5a54ee446003e303fa4194c17b6e5b5ce5752","Whale L0 10+ txs"
"0xbd0f0d41ed12e7991700091c55ae628e3c96e2ad","Whale L0 10+ txs"
"0xf5f7ca5cf89ddc134ad6bf3b5a53999786e2dd4b","Whale L0 10+ txs"
"0xb1a5a289ac0e899807cb6160dfe6832f5942f3d5","Whale L0 10+ txs"
"0x7704c6416ab460c4fb5861c221073278a35c417f","Whale L0 10+ txs"
"0x03117b239ac36886199410781c0858675945183f","Whale L0 10+ txs"
"0xa002e28393a495f64b40628bcc6a490001db0290","Whale L0 10+ txs"
"0x80ce8cf0a410bc726749683e07269ab4e03daca3","Whale L0 10+ txs"
"0xbea715f59770f0ed5fe930ca9c8fa6de58061c44","Whale L0 10+ txs"
"0xe0fb2dec7f0b2b25f67e85a8c9f250f0876f868e","Whale L0 10+ txs"
"0xa6973afd50c6d62bda1229e1d34a65a26c965428","Whale L0 10+ txs"
"0x26950a0ca1fdc32a2974b66d784efb26ff5fb901","Whale L0 10+ txs"
"0xbb56b37d77bbcf6bb7d1a682333052f592c27b64","Whale L0 10+ txs"
"0x86bdc7a371a1dfa4f2f6b49fc02f464263bdd99d","Whale L0 10+ txs"
"0x87622f570c557c202956ec0e73857201bceda57b","Whale L0 10+ txs"
"0xe4e4c60bd512065ce1f883793646b5bdc63bbcc7","Whale L0 10+ txs"
"0x1d1f1d125fd9adfca4df8b8c35fef21810bcc76c","Whale L0 10+ txs"
"0x7cc217c8b37ddb96d073d9ff6c0c1924ee2aa4e0","Whale L0 10+ txs"
"0xbbed6867310a695b9a6b0996da3d6d07bf5aaaa2","Whale L0 10+ txs"
"0x9e9a2195056f7ec4eaaf207c003d6cb9e9c3fd8c","Whale L0 10+ txs"
"0xc7e1b59d45c2d0b3e8cbe8c69a62de3c3306caa1","Whale L0 10+ txs"
"0x41883acfd4920104a962f6f139acc11bd5adf9c7","Whale L0 10+ txs"
"0xd8191177c9628f642d50be2349c8e70660a253dd","Whale L0 10+ txs"
"0xed288660307c7a2cd5daeb4a90a4a88ee3d1a7c4","Whale L0 10+ txs"
"0x8fe7cbef7f36816c260ee69d34fe5846d86c1934","Whale L0 10+ txs"
"0x9c6f685403491272e6cf6258c32ccaa8e9a1ed21","Whale L0 10+ txs"
"0x90d73b7e76da8ebfc7f8486d49ec805b8e9103fb","Whale L0 10+ txs"
"0xc69ae428f6049e78d445f053d2c1df879c59b34c","Whale L0 10+ txs"
"0xe408e65535d8d738d23bdf705284e99c6ebde4f1","Whale L0 10+ txs"
"0x4cc2f9b1ffe84c3487b956f631e7c2ca77acacde","Whale L0 10+ txs"
"0xe1eeed11580d4dcbe64bb3b32e98e00e8ee78df9","Whale L0 10+ txs"
"0x73323c1b133413f5d18ad881c43d94b9ae098ca5","Whale L0 10+ txs"
"0x7c169e3992a565435b04c84884a7021a3d9775a8","Whale L0 10+ txs"
"0xba1075fe1f1514cef66252d63c34afe3dcc2f562","Whale L0 10+ txs"
"0x1e65bb3009faac2913e0f6a851c908025a68f0a3","Whale L0 10+ txs"
"0x622a3990d29f6e6dcba557982c628f2e928db9ca","Whale L0 10+ txs"
"0xb2bb443781c47151f70caabbb32afd86e0160d7f","Whale L0 10+ txs"
"0x7160eb7ddf0ed36e7bc269ca08aebaab24419b28","Whale L0 10+ txs"
"0xf8aeecc45a6f11a08cdfdc67f17838b2d64779ee","Whale L0 10+ txs"
"0x92677faf3cc09663684585ff08216ec4865134c1","Whale L0 10+ txs"
"0x713f4463d32e7149f694419ba33267b3ac4fe66b","Whale L0 10+ txs"
"0x4708bd22607a71e9175df2518b73a617318fec4a","Whale L0 10+ txs"
"0x20e832dd66421318b3d5023634e15b62067b5336","Whale L0 10+ txs"
"0x762dae37f27a0fa611463dad18b0b7228f002519","Whale L0 10+ txs"
"0x49c7e3f766172eb327cd06a9d350fcd00746826b","Whale L0 10+ txs"
"0x0b6f553592ebd72d6410ae4dbba9e6fcca47e9c6","Whale L0 10+ txs"
"0x9cb99b2aec32b08e9459c5955933d9d45e983bb4","Whale L0 10+ txs"
"0x6556366c4124a70f3c28b79c5917967e3496cd97","Whale L0 10+ txs"
"0xda459dab27bf58d7e38da534833dcb0163c84818","Whale L0 10+ txs"
"0x91fa714ec9622cefc0ce32e379152a124f760297","Whale L0 10+ txs"
"0xf1e2beb3b5a3e8d583b5c252fe0806ac45d8d61a","Whale L0 10+ txs"
"0x91a767b183a2edea8c2e107842feef521d51ad72","Whale L0 10+ txs"
"0x9b52367660fa288ade20ecfef6ce95a053dafbf0","Whale L0 10+ txs"
"0x3bec12eb3c84174212e1de471d3f58b5ef63a9f0","Whale L0 10+ txs"
"0x483f9256cb2b7594a4a65c77010fe014739dabf7","Whale L0 10+ txs"
"0xefe65c31fe7a819514a0ebbcaa7ae0f1824d8563","Whale L0 10+ txs"
"0x43cc71719594489a73d792b76138326c7bbb3472","Whale L0 10+ txs"
"0xf754401044f266455132fb5182f745447504eab4","Whale L0 10+ txs"
"0x60312eb22c6d6593ce558800a0338021631a40ce","Whale L0 10+ txs"
"0x89775d78343613f6cab362175fda9f42b31212bc","Whale L0 10+ txs"
"0xb44044ae5fe92ee1528fa2d9ae1cfa130a3b1c15","Whale L0 10+ txs"
"0xb093cd624d5ac627781c4d497fa9c61c4f911738","Whale L0 10+ txs"
"0x4943d952c7631e29f04c30363f7cc99f804fe154","Whale L0 10+ txs"
"0x88409be2ddaed0a3b21316a484049d6c5884017e","Whale L0 10+ txs"
"0xfe8740a97ce9547a162b8722a94ab4efc9f1dfc1","Whale L0 10+ txs"
"0xe62967bb2900fcca6d08b15c8bbbdf032b1eb205","Whale L0 10+ txs"
"0x65e7c4943c39e79d1118df60555c652b339e87a1","Whale L0 10+ txs"
"0x07e0706aa33545a8e29d3641e8a87d8d1392800c","Whale L0 10+ txs"
"0x120a60f2101a09f676eb571ee5b505abfe657246","Whale L0 10+ txs"
"0x800a2d8e8a0b9c8a7fbab82fcd8a3730bbb80fe6","Whale L0 10+ txs"
"0x1e7981c6d69d0f43b751100b93996434becaee12","Whale L0 10+ txs"
"0xadc3ba3011b2dcb7e10cce59aa0cbb6e50269a94","Whale L0 10+ txs"
"0xc7e01681d2b366ddaeab3cf7c50535684179a266","Whale L0 10+ txs"
"0x7be21fd8aa616b800bf31e5ae141b77225620f9d","Whale L0 10+ txs"
"0x53a551372a8cb341368c8342337c0efdc52d9fd8","Whale L0 10+ txs"
"0x2b431bd87a0aaaa87e8b871d3413088faa640b13","Whale L0 10+ txs"
"0x81a7dbfc6608a5b8df545725a355679363fa4a19","Whale L0 10+ txs"
"0xc94e8d39068383b4720af520562bb0450744d3d8","Whale L0 10+ txs"
"0x6eb3e5da083fd5422321679aaa6bed8c53699b4a","Whale L0 10+ txs"
"0x3f4113f86aa26c5e7d5dd8ba689e285ea0d8dc6e","Whale L0 10+ txs"
"0x460c774cd457f66c0dd407e65757617c34f95292","Whale L0 10+ txs"
"0x2e0f8ef1a7685a7c827239b6c3d87bdc1173f587","Whale L0 10+ txs"
"0x91e063b054d3c8631a101ed672fb2849ea304494","Whale L0 10+ txs"
"0xdfda05bf7c5953dcd98910f40bc5f1b65a42510d","Whale L0 10+ txs"
"0x2fedec553d67ea87399b990dbe50cdefba8122ed","Whale L0 10+ txs"
"0x2e6ba5de691d92a36c880d8c101ceb07bafbe6a4","Whale L0 10+ txs"
"0x915af533bfc63d46ffd38a0589af6d2f5ac86b23","Whale L0 10+ txs"
"0xb6bbb502dfe498df97c969155bb96fa69d9800e0","Whale L0 10+ txs"
"0xa9dd61a197c9a14ee68b2dc632c8e3b9258aca09","Whale L0 10+ txs"
"0x7b3a6c93519e30a0076cff368d9355e105387a3e","Whale L0 10+ txs"
"0x3f144cdc3c7ecf0c871fd0d7d7cb1c1f3d18205b","Whale L0 10+ txs"
"0x12b4fcf877a4416c5630e2de4f340be6357e00db","Whale L0 10+ txs"
"0x6488a8d63c2f6544d6d83a824db2070e89b56111","Whale L0 10+ txs"
"0x2d4e00442f2d3339e0dec9312b814b87ab9822e6","Whale L0 10+ txs"
"0x87430f80f12ce92eaadd51d26e26da71f4dca41e","Whale L0 10+ txs"
"0xb9fe64c045f8d4efa94ce9c55975a2afce1edb8c","Whale L0 10+ txs"
"0xe932dde7722504689a9f030c5d0c4f5230d7f83f","Whale L0 10+ txs"
"0x4a764fc87065443b890172c64137a5c45f1442ae","Whale L0 10+ txs"
"0x7e71c4bd202df835a40cb5a1715b3ae4007471e7","Whale L0 10+ txs"
"0x02b9b7d0bd97119f021a746884e7272add27b3b5","Whale L0 10+ txs"
"0x96e07daadebb4255ed0d6ad93a181218c5b52f16","Whale L0 10+ txs"
"0x3a06c7fd2844b9caa9def7700fd4ae01cae8fded","Whale L0 10+ txs"
"0x891d2e7bafdbb849cbcee53b58774caadcbf5526","Whale L0 10+ txs"
"0xcc9ac487b23c8b1da976735388f0ee2230400861","Whale L0 10+ txs"
"0x61101499a9b45911b11a235527b1ebf2026aa7fd","Whale L0 10+ txs"
"0xdb6dc9cd2592fd3620012683df2bb9c5badb81bc","Whale L0 10+ txs"
"0xc31c300da443578f20d1f3c6c8463f94a5b1adbb","Whale L0 10+ txs"
"0x31ddb7d90420be50b28c09bca2510b1ddfa4cb9d","Whale L0 10+ txs"
"0xdcd62946a699d6bdc72edd9717afc37c7e92298b","Whale L0 10+ txs"
"0xe46d660c5b86ca674f0bf3e7bb51db89c07cf7d7","Whale L0 10+ txs"
"0x4365e1544949baf7bd5cd9e57ab1a3200059efd8","Whale L0 10+ txs"
"0x7b3834c7973a719b9536b3df1093996715e07428","Whale L0 10+ txs"
"0xe9bbc4b9dfe36332201d39339831a1d30405ae7d","Whale L0 10+ txs"
"0x319e8503336645073a3571557b6e8d0020070788","Whale L0 10+ txs"
"0x3eabd542e3ecc8e012424632d7ac6e2c9179e707","Whale L0 10+ txs"
"0xe9cf2a13417cb1797f43bfe998e08f16994c2ae6","Whale L0 10+ txs"
"0x9ffe78034e79ebc462f82b2f10ba15c70a62c9ed","Whale L0 10+ txs"
"0x252b6d2257d7d05930accd66cb1ae70e4f63c962","Whale L0 10+ txs"
"0xdbda89b9d84ecccb87d56ef23410f3b284f8f4ca","Whale L0 10+ txs"
"0xbdf7f9dcba1de3293e4bde2f1cf220765ba5dd05","Whale L0 10+ txs"
"0x89660c427c198511526957c3f0a7c80f3db99c08","Whale L0 10+ txs"
"0x6cce259fc06018341237893bca40cb02abc2792a","Whale L0 10+ txs"
"0x7080860671b621937c05cd818484bcab9b3336df","Whale L0 10+ txs"
"0x0f82a92562b33c727f9e7f2c98008e58f99cd3c4","Whale L0 10+ txs"
"0xd7f837217cfc8785b4556797567316b8c8b4b8d5","Whale L0 10+ txs"
"0xb90ac614c29f0dc9140686f8a5ea7be05c9af2d7","Whale L0 10+ txs"
"0x502f32f00e319a24ea3dd80a7c7069ee505e46f9","Whale L0 10+ txs"
"0xe906f98331421d9792ea15446e2411735a524a91","Whale L0 10+ txs"
"0x4c61307ed40e8624758281acee0b2618d7eea86f","Whale L0 10+ txs"
"0x96127c922521df42d6ac987833e5fc0a0b57237b","Whale L0 10+ txs"
"0x185e1bae2579373d191368faa4bf3bb9381ea814","Whale L0 10+ txs"
"0xdb1b1f8bb10442a69a40b42e63794c27a7f14b33","Whale L0 10+ txs"
"0x20acdebae2a3d37adebdfc93f2c3b2da7bcae9f9","Whale L0 10+ txs"
"0x61034571d56c8e489f7e63bb176886ea9296bc72","Whale L0 10+ txs"
